full_name,gid,__gid,objectid,registracn,archivneci,archivne_1,okres,kataster,suradnicax,suradnicay,prevadzkov,prevadzk_1,plocha,suradnicaz,suradnic_1,mocnostpri,mocnostp_1,mocnostmax,mocnostm_1,objemsklad,volnakapac,rokvytvore,rokvytvo_1,rokukoncen,rokukonc_1,vzdialenos,ochrannysy,ochranny_1,drenaznysy,prekryties,prekryti_1,indikacnyk,indikacnys,evidenciao,medzivrstv,postrekskl,reliefpovr,poziciamat,kontaktspo,podzemnevo,vztahmater,vztahmat_1,vztahmat_2,vztahmat_3,vztahmat_4,techbezpec,techbezp_1,techbezp_2,techbezp_3,techbezp_4,techbezp_5,techbezp_6,techbezp_7,inevplyvyn,typvodneho,vzdialen_1,rajonpredk,rajonstvrt,podrajonpo,podrajonpr,indexymocn,indexyhlbk,indexyhl_1,koeficient,koeficie_1,koeficie_2,kontaktneu,kontaktn_1,kontaktn_2,kontaktn_3,kontaktn_4,dalsievyuz,dalsievy_1,dalsievy_2,miestnynaz,stavskladk,stavskla_1,stavskla_2,stavskla_3,stavskla_4,stavskla_5,uzemnyvyzn,poznamka,zlozenieod,datumaktua,nm1,nm3,ras,idouzp,gid_2,dow,aut,ach,soi,facc,idn4,nm4,idn3,nm3_2,idn2,nm2,vymera,shape_leng,shape_area,wine_regio,wine_reg_1,zemplin_ge,mas,mun_networ,cp_nm4,se,nw,geom,status_sk,status_en,further_use_en,further_use_sk
CHVU Kosicka kotlina,42,31,1363,880,NULL,NULL,806,878049,-265024.1146,-1254746.086,NULL,NULL,0,203,H,1.5,V,3,V,6000,0,1980,O,0,X,0,E,99,B,E,99,D,X,C,A,B,C,K,X,N,X,X,X,X,X,99,99,99,4,99,99,99,4,NULL,L,350,X,X,x,X,99,99,X,1,-5,O,Karabáš Eduard,eduard.karabas@minv.sk,055/6004122,NULL,055/6325983,X,X,X,Bočiar,OS,X,NULL,X,X,X,M,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,S,11/01/2021,Železiarne,Košice II,NULL,21,1810,30/04/2019,1,1,9,FA004,521973,Seňa,806,Košice - okolie,8,Košický,22814685,34898.31825,22775111.44,0,0,0,"MAS HORNÁD - SLANSKÉ VRCHY, o.z.",Regionálne združenie obcí Hornád,Se%C5%88a,1,NULL,0104000020E6100000010000000101000000B06581CFBF3C3540085136D3A74A4840,opustená skládka bez prekrytia (nelegálna skládka),abandoned landfill without overburden (illegal landfill),n/a,n/a
CHVU Kosicka kotlina,53,12,770,856,NULL,NULL,806,843768,-253825.9245,-1241488.026,NULL,NULL,0,298,H,0.5,V,1.5,V,600,0,1990,O,0,X,0,E,99,B,E,99,D,X,C,A,B,E,P,X,N,X,X,X,X,X,99,99,99,4,99,99,99,4,NULL,X,0,X,X,x,X,99,99,X,1,-8,O,Karabáš Eduard,eduard.karabas@minv.sk,055/6004122,NULL,055/6325983,X,X,X,Olšovany I.,OS,X,NULL,X,X,X,M,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,S,11/01/2021,Olšovany,Košice - okolie,NULL,21,1795,30/04/2019,1,1,9,FA004,521825,Olšovany,806,Košice - okolie,8,Košický,9979984,16478.1741,9976364.378,0,0,0,"MAS OLŠAVA - TORYSA, o.z.",Olšavský mikroregión združenie obcí,Ol%C5%A1ovany,1,NULL,0104000020E610000001000000010100000040305B4D7F613540A030AA777E5A4840,opustená skládka bez prekrytia (nelegálna skládka),abandoned landfill without overburden (illegal landfill),n/a,n/a
CHVU Kosicka kotlina,66,11,1133,908,NULL,NULL,806,840840,-256047.9245,-1252009.026,NULL,NULL,0,174,H,1,V,3,V,4000,0,1990,O,0,X,0,E,99,B,E,99,D,X,C,A,A,E,N,X,N,X,X,X,X,X,99,99,99,4,99,99,99,4,NULL,L,100,X,X,x,X,99,99,X,1,-3,O,Karabáš Eduard,eduard.karabas@minv.sk,055/6004122,NULL,055/6325983,X,X,X,Nižná Myšľa III.,OS,X,NULL,X,X,X,M,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,S,11/01/2021,Nižná Myšľa,Košice - okolie,NULL,21,1786,30/04/2019,1,1,9,FA004,521736,Nižná Myšľa,806,Košice - okolie,8,Košický,12614420,27146.82884,12576143.86,0,0,0,"MAS HORNÁD - SLANSKÉ VRCHY, o.z.",Regionálne združenie obcí Hornád,Nižn%C3%A1 Myšľa,1,NULL,0104000020E6100000010000000101000000106AE5566F5B3540C8E94C90474E4840,opustená skládka bez prekrytia (nelegálna skládka),abandoned landfill without overburden (illegal landfill),n/a,n/a
CHVU Kosicka kotlina,27,2,1299,887,NULL,NULL,806,854921,-258495.4246,-1257085.026,NULL,NULL,0,150,H,2,V,12,V,36000,0,1985,O,0,X,100,E,99,B,E,99,D,X,C,A,B,S,P,T,V,X,X,P,Z,M,99,99,99,4,99,99,99,4,NULL,L,300,X,X,x,X,99,99,X,1,-3,O,Karabáš Eduard,eduard.karabas@minv.sk,055/6004122,NULL,055/6325983,L,X,X,Seňa II.,OS,X,NULL,X,X,X,M,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,S,11/01/2021,Seňa,Košice - okolie,NULL,21,1821,30/04/2019,1,1,9,FA004,522104,Trstené pri Hornáde,806,Košice - okolie,8,Košický,12919295,22424.22693,12900605.23,0,0,0,"MAS HORNÁD - SLANSKÉ VRCHY, o.z.",Regionálne združenie obcí Hornád,Trstené pri Horn%C3%A1de,1,NULL,0104000020E61000000100000001010000000065327AC053354050ABFC6050484840,opustená skládka bez prekrytia (nelegálna skládka),abandoned landfill without overburden (illegal landfill),disposal,likvidácia
CHVU Kosicka kotlina,28,5,164,521,NULL,NULL,806,807486,-261937.9246,-1257304.026,NULL,NULL,120,190,M,1,H,2,V,120,0,1990,P,0,X,0,E,99,B,E,99,D,X,C,A,B,E,N,X,N,X,X,X,X,X,99,99,99,4,99,99,99,4,NULL,L,15,X,X,x,X,99,99,X,1,-6,O,Karabáš Eduard,eduard.karabas@minv.sk,055/6004122,NULL,055/6325983,L,X,X,Buzica I.,OS,X,NULL,X,X,X,M,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,S,11/01/2021,Buzica,Košice - okolie,NULL,21,1810,30/04/2019,1,1,9,FA004,521973,Seňa,806,Košice - okolie,8,Košický,22814685,34898.31825,22775111.44,0,0,0,"MAS HORNÁD - SLANSKÉ VRCHY, o.z.",Regionálne združenie obcí Hornád,Se%C5%88a,1,NULL,0104000020E610000001000000010100000010CCD3BEDB473540300D4636E1474840,opustená skládka bez prekrytia (nelegálna skládka),abandoned landfill without overburden (illegal landfill),disposal,likvidácia
CHVU Kosicka kotlina,29,8,2002,876,NULL,NULL,806,808750,-259546.1245,-1252264.026,NULL,NULL,0,170,H,5,H,15,H,1060000,0,1985,O,0,X,100,E,99,B,E,99,D,X,C,A,B,C,K,T,V,X,X,X,X,X,99,99,99,4,99,99,99,4,odpad vkladaný priamo do vody,N,1,X,X,x,X,99,99,X,1,-3,O,Karabáš Eduard,eduard.karabas@minv.sk,055/6004122,NULL,055/6325983,L,X,X,Čaňa II.,OS,X,NULL,X,X,X,M,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,S,11/01/2021,Čaňa,Košice - okolie,NULL,21,1749,30/04/2019,1,1,9,FA004,521299,Čaňa,806,Košice - okolie,8,Košický,11555078,18987.39329,11606168.49,0,0,0,"MAS HORNÁD - SLANSKÉ VRCHY, o.z.",Regionálne združenie obcí Hornád,Ča%C5%88a,1,NULL,0104000020E6100000010000000101000000B0660DB3574F3540F8262471CD4D4840,opustená skládka bez prekrytia (nelegálna skládka),abandoned landfill without overburden (illegal landfill),disposal,likvidácia
CHVU Kosicka kotlina,34,18,1297,883,NULL,NULL,806,815306,-258567.4246,-1254296.026,NULL,NULL,0,165,H,3,V,6,V,45000,0,1980,O,0,X,0,E,99,B,E,99,D,X,C,A,B,S,P,T,V,X,X,P,Z,M,99,99,99,4,99,99,99,4,odpad ukladaný priamo do starého ramena,L,1,X,X,x,X,99,99,X,1,-3,O,Karabáš Eduard,eduard.karabas@minv.sk,055/6004122,NULL,055/6325983,L,X,X,Gyňov II.,OS,X,NULL,X,X,X,M,Stará neriadená skládka - ponechaná.,S,13/01/2020,Gyňov,Košice - okolie,NULL,21,1821,30/04/2019,1,1,9,FA004,522104,Trstené pri Hornáde,806,Košice - okolie,8,Košický,12919295,22424.22693,12900605.23,0,0,0,"MAS HORNÁD - SLANSKÉ VRCHY, o.z.",Regionálne združenie obcí Hornád,Trstené pri Horn%C3%A1de,1,NULL,0104000020E6100000010000000101000000F020EE450F53354010B9DC77844B4840,opustená skládka bez prekrytia (nelegálna skládka),abandoned landfill without overburden (illegal landfill),disposal,likvidácia
CHVU Kosicka kotlina,35,23,1266,894,NULL,NULL,806,825409,-257682.7245,-1248211.026,NULL,NULL,0,175,H,5,V,10,V,90000,0,1980,O,0,X,250,E,99,B,E,99,D,X,C,A,B,S,P,T,V,X,X,P,Z,M,99,99,99,4,99,99,99,4,NULL,L,20,X,X,x,X,99,99,X,1,-3,O,Karabáš Eduard,eduard.karabas@minv.sk,055/6004122,NULL,055/6325983,L,X,X,Kokšov Bakša,OS,X,NULL,X,X,X,M,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,S,11/01/2021,Kokšov - Bakša,Košice - okolie,NULL,21,1786,30/04/2019,1,1,9,FA004,521736,Nižná Myšľa,806,Košice - okolie,8,Košický,12614420,27146.82884,12576143.86,0,0,0,"MAS HORNÁD - SLANSKÉ VRCHY, o.z.",Regionálne združenie obcí Hornád,Nižn%C3%A1 Myšľa,1,NULL,0104000020E610000001000000010100000030D588AA29553540707E8EBF8F524840,opustená skládka bez prekrytia (nelegálna skládka),abandoned landfill without overburden (illegal landfill),disposal,likvidácia
CHVU Kosicka kotlina,40,29,1362,881,NULL,NULL,806,802565,-263777.8246,-1254269.026,NULL,NULL,0,200,H,4,V,10,V,26000,0,1980,O,0,X,0,E,99,B,E,99,D,X,C,A,B,C,K,X,N,X,X,X,X,X,99,99,99,4,99,99,99,4,NULL,X,0,X,X,x,X,99,99,X,1,-3,O,Karabáš Eduard,eduard.karabas@minv.sk,055/6004122,NULL,055/6325983,L,X,X,Grajciar,OS,X,NULL,X,X,X,M,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,S,11/01/2021,Belža,Košice - okolie,NULL,21,1810,30/04/2019,1,1,9,FA004,521973,Seňa,806,Košice - okolie,8,Košický,22814685,34898.31825,22775111.44,0,0,0,"MAS HORNÁD - SLANSKÉ VRCHY, o.z.",Regionálne združenie obcí Hornád,Se%C5%88a,1,NULL,0104000020E61000000100000001010000006061AFF4FD403540F0FA0672454B4840,opustená skládka bez prekrytia (nelegálna skládka),abandoned landfill without overburden (illegal landfill),disposal,likvidácia
CHVU Kosicka kotlina,45,42,2001,875,NULL,NULL,806,808750,-258298.7245,-1251207.026,NULL,NULL,0,173,H,1,V,5,V,8000,0,1985,O,0,X,50,E,99,B,E,99,D,X,C,A,B,C,K,T,M,X,X,X,X,X,99,99,99,4,99,99,99,4,odpady dávané priamo do štrkoviska,N,1,X,X,x,X,99,99,X,1,-3,O,Karabáš Eduard,eduard.karabas@minv.sk,055/6004122,NULL,055/6325983,L,X,X,Čaňa I.,OS,X,NULL,X,X,X,M,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,S,11/01/2021,Čaňa,Košice - okolie,NULL,21,1749,30/04/2019,1,1,9,FA004,521299,Čaňa,806,Košice - okolie,8,Košický,11555078,18987.39329,11606168.49,0,0,0,"MAS HORNÁD - SLANSKÉ VRCHY, o.z.",Regionálne združenie obcí Hornád,Ča%C5%88a,1,NULL,0104000020E6100000010000000101000000C062B83A80533540580D7F76154F4840,opustená skládka bez prekrytia (nelegálna skládka),abandoned landfill without overburden (illegal landfill),disposal,likvidácia
CHVU Kosicka kotlina,67,12,1134,909,NULL,NULL,806,874060,-256412.1245,-1252420.026,NULL,NULL,0,168,H,1,V,4,V,33000,0,1980,O,0,X,0,E,99,B,E,99,D,X,C,A,B,E,K,X,N,X,X,X,X,X,99,99,99,4,99,99,99,4,zavážanie st.ramena-kontakt s vodou,L,1,X,X,x,X,99,99,X,1,-3,O,Karabáš Eduard,eduard.karabas@minv.sk,055/6004122,NULL,055/6325983,L,X,X,Ždaňa I.,OS,X,NULL,X,X,X,M,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,S,11/01/2021,Ždaňa,Košice - okolie,NULL,21,1786,30/04/2019,1,1,9,FA004,521736,Nižná Myšľa,806,Košice - okolie,8,Košický,12614420,27146.82884,12576143.86,0,0,0,"MAS HORNÁD - SLANSKÉ VRCHY, o.z.",Regionálne združenie obcí Hornád,Nižn%C3%A1 Myšľa,1,NULL,0104000020E61000000100000001010000001098708A3C5A3540882DCDB2C94D4840,opustená skládka bez prekrytia (nelegálna skládka),abandoned landfill without overburden (illegal landfill),disposal,likvidácia
CHVU Kosicka kotlina,68,13,1272,904,NULL,NULL,806,840840,-255892.8245,-1249997.026,NULL,NULL,0,177,H,0.5,V,1,V,4275,0,1988,O,0,X,0,E,99,B,E,99,D,X,C,A,B,E,N,X,N,X,X,X,X,X,99,99,99,4,99,99,99,4,NULL,L,80,X,X,x,X,99,99,X,1,-3,O,Karabáš Eduard,eduard.karabas@minv.sk,055/6004122,NULL,055/6325983,L,X,X,Nižná Myšľa I.,OS,X,NULL,X,X,X,M,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,S,11/01/2021,Nižná Myšľa,Košice - okolie,NULL,21,1786,30/04/2019,1,1,9,FA004,521736,Nižná Myšľa,806,Košice - okolie,8,Košický,12614420,27146.82884,12576143.86,0,0,0,"MAS HORNÁD - SLANSKÉ VRCHY, o.z.",Regionálne združenie obcí Hornád,Nižn%C3%A1 Myšľa,1,NULL,0104000020E6100000010000000101000000C07DA201A85B3540A80141F599504840,opustená skládka bez prekrytia (nelegálna skládka),abandoned landfill without overburden (illegal landfill),disposal,likvidácia
CHVU Kosicka kotlina,79,24,1891,895,NULL,NULL,806,840793,-255943.3245,-1246065.026,NULL,NULL,0,180,H,1,V,4,V,225,0,1985,O,0,X,50,E,99,B,E,99,D,X,C,A,B,C,N,X,N,X,X,X,X,X,99,99,99,4,99,99,99,4,znečistenie potoka,L,5,X,X,x,X,99,99,X,1,-3,O,Karabáš Eduard,eduard.karabas@minv.sk,055/6004122,NULL,055/6325983,L,X,X,Nižná Hutka I.,OS,X,NULL,X,X,X,M,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,S,11/01/2021,Nižná Hutka,Košice - okolie,NULL,21,1459,30/04/2019,1,1,9,FA004,518140,Nižná Hutka,806,Košice - okolie,8,Košický,4332157,10221.65428,4342560.098,0,0,0,"MAS HORNÁD - SLANSKÉ VRCHY, o.z.",Regionálne združenie obcí Hornád,Nižn%C3%A1 Hutka,1,NULL,0104000020E610000001000000010100000040FBE58EDC5A354060DD01D61E554840,opustená skládka bez prekrytia (nelegálna skládka),abandoned landfill without overburden (illegal landfill),disposal,likvidácia
CHVU Kosicka kotlina,80,25,1892,896,NULL,NULL,806,840793,-255885.9245,-1246742.026,NULL,NULL,0,180,H,1,V,3,V,400,0,1980,O,0,X,50,E,99,B,E,99,D,X,C,A,B,C,N,X,N,X,X,X,X,X,99,99,99,4,99,99,99,4,znečistenie toku,L,5,X,X,x,X,99,99,X,1,-3,O,Karabáš Eduard,eduard.karabas@minv.sk,055/6004122,NULL,055/6325983,L,X,X,Nižná Hutka II.,OS,X,NULL,X,X,X,M,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,S,11/01/2021,Nižná Hutka,Košice - okolie,NULL,21,1459,30/04/2019,1,1,9,FA004,518140,Nižná Hutka,806,Košice - okolie,8,Košický,4332157,10221.65428,4342560.098,0,0,0,"MAS HORNÁD - SLANSKÉ VRCHY, o.z.",Regionálne združenie obcí Hornád,Nižn%C3%A1 Hutka,1,NULL,0104000020E6100000010000000101000000A039ECE42A5B3540387BCC4C58544840,opustená skládka bez prekrytia (nelegálna skládka),abandoned landfill without overburden (illegal landfill),disposal,likvidácia
