ownership_type_id,organization_size_id,sk_nace_category_id,legal_form_id,municipality_id,district_id,region_id,id,cin,tin,corporate_body_name,city,street,postal_code,last_updated_on,established_on,consolidated,data_source,created_at,updated_at,deleted,terminated_on,sid,region_name,region_en,district_name,district_en,municipality,mun_en,legal_form,lf_en,sk_nace_category,nace_en,organization_size,os_en,ownership_type,ow_en,min_emp,max_emp,sector,nace_g_name,nace_g_code,nace_cl_code,nace_cl_name,nace_root_code,nace_root_name,tvc_network,zemp_geopark,se,nw
2,3,38110,112,598224,803,8,1521424,47527692,2024013233,DV Group s.r.o.,Košice - mestská časť Západ,Výstavby 3,4011,07/12/2020,14/12/2013,FALSE,SUSR,17/05/2016 21:09,08/12/2020 02:25,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Spol. s r. o.,Limited liability comp.,Zber nie nebezp.odpadu,Coll.of non-hazard.waste,2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,Košice,Waste collection,E38.1,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,0,38210,112,598224,803,8,1487045,47024615,2023707950,"Seppax Central and Eastern Europe, s.r.o.",Košice - mestská časť Západ,Popradská 57,4011,31/07/2017,14/02/2013,FALSE,SUSR,17/05/2016 21:08,01/08/2017 17:11,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Spol. s r. o.,Limited liability comp.,Spracúv.bezp.odpadu,Disposal of n-hazard.was,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Waste treatment and disposal,E38.2,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,1,38110,101,598224,803,8,1137209,46372253,1049924964,Ing. Peter Guzy,Košice - mestská časť Západ,Fatranská 2430/1C,4011,31/07/2017,01/10/2011,FALSE,SUSR,17/05/2016 21:05,01/08/2017 15:56,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Živnostník,Entrepreneur,Zber nie nebezp.odpadu,Coll.of non-hazard.waste,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Košice,Waste collection,E38.1,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,0,38320,112,598224,803,8,1101780,45730237,2023274440,AREW s.r.o.,Košice - mestská časť Západ,Muškátová 44,4011,07/12/2020,06/04/2011,FALSE,SUSR,17/05/2016 21:04,08/12/2020 02:18,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Spol. s r. o.,Limited liability comp.,Recyklácia tried.mater.,Recovery of sorted mat.,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Materials recovery,E38.3,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,1,38210,101,598224,803,8,606961,43323375,1072862626,Ing. Mária Horváthová ENVIRO SPEKTRUM,Košice - mestská časť Západ,Opálová 35,4011,05/11/2019,04/09/2006,FALSE,SUSR,17/05/2016 20:59,06/11/2019 02:02,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Živnostník,Entrepreneur,Spracúv.bezp.odpadu,Disposal of n-hazard.was,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Košice,Waste treatment and disposal,E38.2,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,6,38220,112,598224,803,8,368150,36182508,2020051385,AGB ekoservis s.r.o.,Košice - mestská časť Západ,Pražská 2,4011,31/07/2017,01/02/1998,FALSE,SUSR,17/05/2016 20:55,01/08/2017 08:46,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Spol. s r. o.,Limited liability comp.,Spracúv.nebezp.odpadu,Disposal of hazard.waste,10-19 zamestnancov,10-19 employees,Súkromné tuzemské,Private inland,10,19,Košice,Waste treatment and disposal,E38.2,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
8,5,38320,112,599824,805,8,269913,36576921,2021806083,"East Paper, spol. s r.o.",Košice - mestská časť Juh,Rastislavova 98,4001,05/02/2019,27/02/2004,FALSE,SUSR,17/05/2016 20:53,06/02/2019 02:11,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice IV,Košice IV,Košice-Juh,Košice-Juh,Spol. s r. o.,Limited liability comp.,Recyklácia tried.mater.,Recovery of sorted mat.,5-9 zamestnancov,5-9 employees,Medzinárodné - súkromné,International-private,5,9,Košice,Materials recovery,E38.3,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,6,38210,112,599794,805,8,713733,44470797,2022732833,IZIjet s.r.o.,Košice - mestská časť Krásna,Ku štrkovisku 2,4018,30/10/2020,20/11/2008,FALSE,SUSR,17/05/2016 22:58,31/10/2020 04:13,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice IV,Košice IV,Košice-Krásna,Košice-Krásna,Spol. s r. o.,Limited liability comp.,Spracúv.bezp.odpadu,Disposal of n-hazard.was,10-19 zamestnancov,10-19 employees,Súkromné tuzemské,Private inland,10,19,Košice,Waste treatment and disposal,E38.2,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,3,38110,112,599794,805,8,1531724,47575905,2024056463,"K2 TOUR, s.r.o.",Košice - mestská časť Krásna,Kladenská 4,4018,04/04/2019,28/02/2014,FALSE,SUSR,17/05/2016 21:09,05/04/2019 02:09,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice IV,Košice IV,Košice-Krásna,Košice-Krásna,Spol. s r. o.,Limited liability comp.,Zber nie nebezp.odpadu,Coll.of non-hazard.waste,2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,Košice,Waste collection,E38.1,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,0,38110,112,598151,802,8,1019319,45447136,2022999143,"HUIRON, s.r.o.",Košice - mestská časť Sever,Kavečianska cesta 41,4001,08/01/2021,09/03/2010,FALSE,SUSR,17/05/2016 21:03,09/01/2021 04:44,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Zber nie nebezp.odpadu,Coll.of non-hazard.waste,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Waste collection,E38.1,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,2,38210,112,598151,802,8,1604003,48285226,2120119672,ODPADservis s.r.o.,Košice - mestská časť Sever,Němcovej 4,4001,30/10/2020,03/09/2015,FALSE,SUSR,17/05/2016 21:10,31/10/2020 05:40,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Spracúv.bezp.odpadu,Disposal of n-hazard.was,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,Košice,Waste treatment and disposal,E38.2,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
7,0,38220,421,598151,802,8,541699,35544333,2020054652,"EKOSTAR spol. s r.o., organizačná zložka podniku zahraničnej osoby",Košice - mestská časť Sever,Vodárenská 6/646,4001,05/02/2019,04/04/2002,FALSE,SUSR,17/05/2016 20:58,06/02/2019 02:25,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,"Zahranič.osoba,právnická","Foreign pers.,legal unit",Spracúv.nebezp.odpadu,Disposal of hazard.waste,nezistený,unknown,Zahraničné,Foreign,0,0,Košice,Waste treatment and disposal,E38.2,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,0,38220,112,598151,802,8,1757620,51659263,2120742800,"ODPADservis + 3Z, s.r.o.",Košice - mestská časť Sever,Němcovej 4,4001,30/06/2020,18/04/2018,FALSE,SUSR,10/05/2018 02:37,30/06/2020 02:00,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Spracúv.nebezp.odpadu,Disposal of hazard.waste,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Waste treatment and disposal,E38.2,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,3,38210,101,528099,811,8,546154,40384497,1020696105,Ján Bodnár - ZBEDRUS,Trebišov,Sadovská 1,7501,07/04/2020,26/06/2002,FALSE,SUSR,17/05/2016 22:41,12/05/2020 20:52,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Spracúv.bezp.odpadu,Disposal of n-hazard.was,2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,Trebišov,Waste treatment and disposal,E38.2,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,3,38320,112,598151,802,8,343220,36823163,2022436933,RegPur s.r.o.,Košice - mestská časť Sever,Watsonova 1940/57,4001,22/10/2019,01/09/2007,FALSE,SUSR,17/05/2016 20:54,28/10/2019 17:17,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Recyklácia tried.mater.,Recovery of sorted mat.,2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,Košice,Materials recovery,E38.3,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,2,38320,112,598151,802,8,396236,36172430,2020056500,EKOENERGETIKA s.r.o. Košice,Košice - mestská časť Sever,Slovenská 16,4001,04/04/2019,15/04/1997,FALSE,SUSR,17/05/2016 20:55,05/04/2019 02:03,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Recyklácia tried.mater.,Recovery of sorted mat.,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,Košice,Materials recovery,E38.3,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,0,38320,101,598151,802,8,291151,17103371,NULL,Ladislav Illéš KOVO METAL PRODUCTS I.N.C.,Košice - mestská časť Sever,Krupinská 6,4001,09/09/2020,01/08/1991,FALSE,SUSR,17/05/2016 20:53,10/09/2020 02:04,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Živnostník,Entrepreneur,Recyklácia tried.mater.,Recovery of sorted mat.,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Košice,Materials recovery,E38.3,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
8,0,38110,112,598151,802,8,1523102,47512601,2023980101,MARBURY s.r.o.,Košice - mestská časť Sever,Vodárenská 639/21,4001,10/08/2020,12/12/2013,FALSE,SUSR,17/05/2016 21:09,11/08/2020 02:20,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Zber nie nebezp.odpadu,Coll.of non-hazard.waste,nezistený,unknown,Medzinárodné - súkromné,International-private,0,0,Košice,Waste collection,E38.1,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
7,0,38210,112,598151,802,8,1518301,47557877,2024036036,"BÓDI TRANS, s.r.o.",Košice - mestská časť Sever,Bankov 7,4001,10/08/2020,30/11/2013,FALSE,SUSR,17/05/2016 23:37,11/08/2020 02:19,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Spracúv.bezp.odpadu,Disposal of n-hazard.was,nezistený,unknown,Zahraničné,Foreign,0,0,Košice,Waste treatment and disposal,E38.2,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,3,38320,112,598151,802,8,503354,36782963,2022392592,METCORE s.r.o.,Košice - mestská časť Sever,Hlinkova 13,4001,05/02/2019,29/05/2007,FALSE,SUSR,17/05/2016 20:57,06/02/2019 02:19,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Recyklácia tried.mater.,Recovery of sorted mat.,2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,Košice,Materials recovery,E38.3,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,1,38320,101,598151,802,8,498777,43606865,1041983569,Ing. Jaroslav Polaček,Košice - mestská časť Sever,Němcovej 4,4001,31/07/2017,01/06/2007,FALSE,SUSR,17/05/2016 20:57,01/08/2017 10:24,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Živnostník,Entrepreneur,Recyklácia tried.mater.,Recovery of sorted mat.,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Košice,Materials recovery,E38.3,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,2,38210,112,598151,802,8,767436,44712456,2022818050,Graffex s.r.o.,Košice - mestská časť Sever,Končistá 3,4001,03/07/2020,30/04/2009,FALSE,SUSR,17/05/2016 21:02,04/07/2020 04:21,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Spracúv.bezp.odpadu,Disposal of n-hazard.was,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,Košice,Waste treatment and disposal,E38.2,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,0,38220,112,598151,802,8,1069317,45929378,2023183228,FEERMEX s.r.o.,Košice - mestská časť Sever,Žľaby 8/1873,4001,31/07/2017,30/11/2010,FALSE,SUSR,17/05/2016 21:04,01/08/2017 15:18,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Spracúv.nebezp.odpadu,Disposal of hazard.waste,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Waste treatment and disposal,E38.2,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,0,38210,112,599093,805,8,1754655,51422921,NULL,"RCP SLOVAKIA, s.r.o.",Košice - mestská časť Barca,Podnikateľská 8,4017,09/05/2018,23/03/2018,FALSE,SUSR,10/05/2018 02:34,10/05/2018 02:34,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice IV,Košice IV,Košice-Barca,Košice-Barca,Spol. s r. o.,Limited liability comp.,Spracúv.bezp.odpadu,Disposal of n-hazard.was,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Waste treatment and disposal,E38.2,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
8,0,38320,121,599093,805,8,263670,36575119,2021767968,"GEVOS Slovakia, a.s.",Košice - mestská časť Barca,Podnikateľská 2,4017,31/07/2017,16/12/2003,FALSE,SUSR,17/05/2016 20:52,01/08/2017 07:24,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice IV,Košice IV,Košice-Barca,Košice-Barca,Akc. spol.,Joint stock company,Recyklácia tried.mater.,Recovery of sorted mat.,nezistený,unknown,Medzinárodné - súkromné,International-private,0,0,Košice,Materials recovery,E38.3,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,4,38210,112,599093,805,8,175538,31677037,2020485445,"SUNEX EAST, s.r.o.",Košice - mestská časť Barca,Podnikateľská 11,4017,30/10/2020,19/08/1993,FALSE,SUSR,17/05/2016 20:51,31/10/2020 02:36,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice IV,Košice IV,Košice-Barca,Košice-Barca,Spol. s r. o.,Limited liability comp.,Spracúv.bezp.odpadu,Disposal of n-hazard.was,3-4 zamestnanci,3-4 employees,Súkromné tuzemské,Private inland,3,4,Košice,Waste treatment and disposal,E38.2,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,0,38320,101,599093,805,8,233403,37521284,1024308032,Mária Selecká - METAL,Košice - mestská časť Barca,Fándlyho 33,4017,31/07/2017,20/09/1994,FALSE,SUSR,17/05/2016 20:52,01/08/2017 07:01,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice IV,Košice IV,Košice-Barca,Košice-Barca,Živnostník,Entrepreneur,Recyklácia tried.mater.,Recovery of sorted mat.,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Košice,Materials recovery,E38.3,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,3,38320,112,599093,805,8,1195115,46549811,2023454455,EKOSERVIS Košice s.r.o.,Košice - mestská časť Barca,Podnikateľská 20,4017,03/07/2020,23/02/2012,FALSE,SUSR,17/05/2016 21:06,04/07/2020 04:38,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice IV,Košice IV,Košice-Barca,Košice-Barca,Spol. s r. o.,Limited liability comp.,Recyklácia tried.mater.,Recovery of sorted mat.,2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,Košice,Materials recovery,E38.3,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,6,38320,112,599816,805,8,162159,31688985,2020491902,"H + EKO, spol. s r.o., Košice",Košice - mestská časť Nad jazerom,Spišské námestie 3,4012,07/12/2020,28/04/1994,FALSE,SUSR,17/05/2016 20:50,08/12/2020 02:04,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice IV,Košice IV,Košice-Nad jazerom,Košice-Nad jazerom,Spol. s r. o.,Limited liability comp.,Recyklácia tried.mater.,Recovery of sorted mat.,10-19 zamestnancov,10-19 employees,Súkromné tuzemské,Private inland,10,19,Košice,Materials recovery,E38.3,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,2,38210,112,599816,805,8,1560046,47894431,2024134937,EaCP s.r.o.,Košice - mestská časť Nad jazerom,Kaspická 4,4012,04/04/2019,10/09/2014,FALSE,SUSR,17/05/2016 21:09,05/04/2019 02:09,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice IV,Košice IV,Košice-Nad jazerom,Košice-Nad jazerom,Spol. s r. o.,Limited liability comp.,Spracúv.bezp.odpadu,Disposal of n-hazard.was,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,Košice,Waste treatment and disposal,E38.2,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
